species,genus,family,species:wikidata,leaf_cycle,leaf_type
Castanopsis sieboldii,Castanopsis,Fagaceae,,evergreen,broadleaved
Castanospermum australe,Castanospermum,Fabaceae,,evergreen,broadleaved
Castilla elastica,Castilla,Moraceae,,evergreen,broadleaved
Casuarina cunninghamiana,Casuarina,Casuarinaceae,Q662316,evergreen,broadleaved
Casuarina equisetifolia,Casuarina,Casuarinaceae,,evergreen,broadleaved
Casuarina glauca,Casuarina,Casuarinaceae,,deciduous,broadleaved
Casuarina littoralis,Casuarina,Casuarinaceae,,deciduous,broadleaved
Casuarina verticillata,Casuarina,Casuarinaceae,Q4732995,deciduous,broadleaved
Catalpa bignonioides,Catalpa,Bignoniaceae,Q163831,deciduous,broadleaved
Catalpa bungei,Catalpa,Bignoniaceae,,deciduous,broadleaved
Catalpa longissima,Catalpa,Bignoniaceae,,deciduous,broadleaved
Catalpa ovata,Catalpa,Bignoniaceae,Q1144805,deciduous,broadleaved
Catalpa speciosa,Catalpa,Bignoniaceae,Q159204,deciduous,broadleaved
Catalpa × erubescens,Catalpa,Bignoniaceae,Q1052793,deciduous,broadleaved
Cavanillesia platanifolia,Cavanillesia,Malvaceae,,evergreen,broadleaved
Ceanothus thyrsiflorus,Ceanothus,Rhamnaceae,,evergreen,broadleaved
Cecropia pachystachya,Cecropia,Urticaceae,,deciduous,broadleaved
Cecropia peltata,Cecropia,Urticaceae,,deciduous,broadleaved
Cecropia telealba,Cecropia,Urticaceae,,deciduous,broadleaved
Cedrela montana,Cedrela,Meliaceae,,evergreen,broadleaved
Cedrela odorata,Cedrela,Meliaceae,,evergreen,broadleaved
Cedrela sinensis,Cedrela,Meliaceae,,deciduous,broadleaved
Cedrus atlantica,Cedrus,Pinaceae,Q623489,evergreen,needleleaved
Cedrus brevifolia,Cedrus,Pinaceae,,deciduous,needleleaved
Cedrus deodara,Cedrus,Pinaceae,Q146935,evergreen,needleleaved
Cedrus libani,Cedrus,Pinaceae,Q61105,evergreen,needleleaved
Ceiba chodatii,Ceiba,Malvaceae,,evergreen,broadleaved
Ceiba pentandra,Ceiba,Malvaceae,,deciduous,broadleaved
Ceiba speciosa,Ceiba,Malvaceae,Q1031120,deciduous,broadleaved
Celtis australis,Celtis,Cannabaceae,Q255375,deciduous,broadleaved
Celtis biondii,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis iguanaea,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis jessoensis,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis julianae,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis laevigata,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis occidentalis,Celtis,Cannabaceae,Q470006,deciduous,broadleaved
Celtis rugosa,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis sinensis,Celtis,Cannabaceae,,deciduous,broadleaved
Celtis tala,Celtis,Cannabaceae,,evergreen,broadleaved
Cenostigma pluviosum,Cenostigma,Fabaceae,,deciduous,broadleaved
Cephalotaxus fortunei,Cephalotaxus,Cephalotaxaceae,,evergreen,needleleaved
Cephalotaxus harringtonia,Cephalotaxus,Cephalotaxaceae,,evergreen,needleleaved
Cerasus avium,Cerasus,Rosaceae,Q165137,deciduous,broadleaved
Cerasus itosakura,Cerasus,Rosaceae,,deciduous,broadleaved
Cerasus jamasakura,Cerasus,Rosaceae,,deciduous,broadleaved
Cerasus lannesiana,Cerasus,Rosaceae,,deciduous,broadleaved
Cerasus sargentii,Cerasus,Rosaceae,Q163039,deciduous,broadleaved
Cerasus serrulata,Cerasus,Rosaceae,Q165321,deciduous,broadleaved
Cerasus spachiana,Cerasus,Rosaceae,,deciduous,broadleaved
Cerasus × subhirtella,Cerasus,Rosaceae,Q163070,deciduous,broadleaved
Cerasus × yedoensis,Cerasus,Rosaceae,Q163078,deciduous,broadleaved
Ceratonia siliqua,Ceratonia,Fabaceae,Q68763,evergreen,broadleaved
Cercidiphyllum japonicum,Cercidiphyllum,Cercidiphyllaceae,Q526549,deciduous,broadleaved
Cercis canadensis,Cercis,Fabaceae,Q2452407,deciduous,broadleaved
Cercis chinensis,Cercis,Fabaceae,,deciduous,broadleaved
Cercis occidentalis,Cercis,Fabaceae,,deciduous,broadleaved
Cercis siliquastrum,Cercis,Fabaceae,Q29488,deciduous,broadleaved
Cereus jamacaru,Cereus,Cactaceae,,evergreen,broadleaved
Ceroxylon quindiuense,Ceroxylon,Arecaceae,,evergreen,palm
Cestrum nocturnum,Cestrum,Solanaceae,,evergreen,broadleaved
Chaenomeles japonica,Chaenomeles,Rosaceae,,deciduous,broadleaved
Chamaecyparis formosensis,Chamaecyparis,Cupressaceae,,evergreen,needleleaved
Chamaecyparis lawsoniana,Chamaecyparis,Cupressaceae,Q161360,evergreen,needleleaved
Chamaecyparis nootkatensis,Chamaecyparis,Cupressaceae,Q23707222,evergreen,needleleaved
Chamaecyparis obtusa,Chamaecyparis,Cupressaceae,Q917187,evergreen,needleleaved
Chamaecyparis pisifera,Chamaecyparis,Cupressaceae,Q74068,evergreen,needleleaved
Chamaecyparis thyoides,Chamaecyparis,Cupressaceae,Q1744650,evergreen,needleleaved
Chamaerops excelsa,Chamaerops,Arecaceae,,deciduous,palm
Chamaerops humilis,Chamaerops,Arecaceae,Q161747,evergreen,palm
Chelyocarpus dianeurus,Chelyocarpus,Arecaceae,,deciduous,palm
Chilopsis linearis,Chilopsis,Bignoniaceae,,deciduous,broadleaved
Chimonanthus praecox,Chimonanthus,Calycanthaceae,,deciduous,broadleaved
Chionanthus retusus,Chionanthus,Oleaceae,Q1073191,deciduous,broadleaved
Chionanthus virginicus,Chionanthus,Oleaceae,,deciduous,broadleaved
Chorisia speciosa,Chorisia,Malvaceae,Q1031120,deciduous,broadleaved
Chrysalidocarpus lutescens,Chrysalidocarpus,Arecaceae,,evergreen,palm
Chrysalidocarpus madagascariensis,Chrysalidocarpus,Arecaceae,,deciduous,palm
Chrysophyllum viridifolium,Chrysophyllum,Sapotaceae,,evergreen,broadleaved
Cinnamomum camphora,Cinnamomum,Lauraceae,Q158722,evergreen,broadleaved
Cinnamomum glanduliferum,Cinnamomum,Lauraceae,,evergreen,broadleaved
Cinnamomum verum,Cinnamomum,Lauraceae,,evergreen,broadleaved
Citrus aurantium,Citrus,Rutaceae,Q147096,evergreen,broadleaved
Citrus limon,Citrus,Rutaceae,Q500,evergreen,broadleaved
Citrus maxima,Citrus,Rutaceae,,evergreen,broadleaved
Citrus nobilis,Citrus,Rutaceae,Q147096,evergreen,broadleaved
Citrus reticulata,Citrus,Rutaceae,,evergreen,broadleaved
Citrus sinensis,Citrus,Rutaceae,Q147096,evergreen,broadleaved
Citrus tachibana,Citrus,Rutaceae,,evergreen,broadleaved
Citrus trifoliata,Citrus,Rutaceae,,deciduous,broadleaved
Citrus × aurantium,Citrus,Rutaceae,Q147096,evergreen,broadleaved
Citrus × depressa,Citrus,Rutaceae,,evergreen,broadleaved
Citrus × limon,Citrus,Rutaceae,Q500,evergreen,broadleaved
Citrus × paradisi,Citrus,Rutaceae,Q147096,evergreen,broadleaved
Citrus × sinensis,Citrus,Rutaceae,Q147096,evergreen,broadleaved
Cladrastis delavayi,Cladrastis,Fabaceae,,deciduous,broadleaved
Cladrastis kentukea,Cladrastis,Fabaceae,Q470025,deciduous,broadleaved
Cladrastis lutea,Cladrastis,Fabaceae,Q470025,deciduous,broadleaved
Cladrastis sinensis,Cladrastis,Fabaceae,,deciduous,broadleaved
Clerodendrum trichotomum,Clerodendrum,Lamiaceae,,deciduous,broadleaved
Clethra alnifolia,Clethra,Clethraceae,,deciduous,broadleaved
Clitoria fairchildiana,Clitoria,Fabaceae,,deciduous,broadleaved
Clusia hilariana,Clusia,Clusiaceae,,evergreen,broadleaved
Clusia rosea,Clusia,Clusiaceae,,evergreen,broadleaved
Coccoloba uvifera,Coccoloba,Polygonaceae,,evergreen,broadleaved
Cocos nucifera,Cocos,Arecaceae,Q13187,evergreen,palm
Codiaeum variegatum,Codiaeum,Euphorbiaceae,,evergreen,broadleaved
Coffea arabica,Coffea,Rubiaceae,,evergreen,broadleaved
Colletia hystrix,Colletia,Rhamnaceae,,deciduous,broadleaved
Conocarpus erectus,Conocarpus,Combretaceae,,deciduous,broadleaved
Copernicia prunifera,Copernicia,Arecaceae,,deciduous,palm
Coprosma perpusilla,Coprosma,Rubiaceae,,evergreen,broadleaved
Coprosma repens,Coprosma,Rubiaceae,,evergreen,broadleaved
Cordia alliodora,Cordia,Boraginaceae,,evergreen,broadleaved
Cordia myxa,Cordia,Boraginaceae,,deciduous,broadleaved
Cordia sebestena,Cordia,Boraginaceae,,deciduous,broadleaved
Cordyline australis,Cordyline,Asparagaceae,,evergreen,broadleaved
Cordyline banksii,Cordyline,Asparagaceae,,evergreen,broadleaved
Cordyline indivisa,Cordyline,Asparagaceae,,evergreen,broadleaved
Cormus domestica,Cormus,Rosaceae,Q18593737,deciduous,broadleaved
Cornus alba,Cornus,Cornaceae,Q158228,deciduous,broadleaved
Cornus alternifolia,Cornus,Cornaceae,Q639615,deciduous,broadleaved
Cornus amomum,Cornus,Cornaceae,Q2266551,deciduous,broadleaved
Cornus asperifolia,Cornus,Cornaceae,Q5788662,deciduous,broadleaved
Cornus capitata,Cornus,Cornaceae,,evergreen,broadleaved
Cornus controversa,Cornus,Cornaceae,,deciduous,broadleaved
Cornus disciflora,Cornus,Cornaceae,,evergreen,broadleaved
Cornus drummondii,Cornus,Cornaceae,Q187040,deciduous,broadleaved
Cornus florida,Cornus,Cornaceae,Q887221,deciduous,broadleaved
Cornus foemina,Cornus,Cornaceae,Q5171926,deciduous,broadleaved
Cornus glabrata,Cornus,Cornaceae,Q970978,deciduous,broadleaved
Cornus kousa,Cornus,Cornaceae,Q728441,deciduous,broadleaved
Cornus macrophylla,Cornus,Cornaceae,,deciduous,broadleaved
Cornus mas,Cornus,Cornaceae,Q158642,deciduous,broadleaved
Cornus nuttallii,Cornus,Cornaceae,Q220777,deciduous,broadleaved
Cornus officinalis,Cornus,Cornaceae,,deciduous,broadleaved
Cornus racemosa,Cornus,Cornaceae,,deciduous,broadleaved
Cornus rugosa,Cornus,Cornaceae,Q15605468,deciduous,broadleaved
Cornus sanguinea,Cornus,Cornaceae,Q161416,deciduous,broadleaved
Cornus sericea,Cornus,Cornaceae,Q164130,deciduous,broadleaved
Cornus sessilis,Cornus,Cornaceae,Q289855,deciduous,broadleaved
Cornus walteri,Cornus,Cornaceae,,deciduous,broadleaved
Cortaderia selloana,Cortaderia,Poaceae,,evergreen,broadleaved
Corylus americana,Corylus,Betulaceae,,deciduous,broadleaved
Corylus avellana,Corylus,Betulaceae,Q124969,deciduous,broadleaved
Corylus chinensis,Corylus,Betulaceae,,deciduous,broadleaved
Corylus colurna,Corylus,Betulaceae,Q148939,deciduous,broadleaved
Corylus cornuta,Corylus,Betulaceae,Q972950,deciduous,broadleaved
Corylus maxima,Corylus,Betulaceae,,deciduous,broadleaved
Corymbia aparrerinja,Corymbia,Myrtaceae,,evergreen,broadleaved
Corymbia calophylla,Corymbia,Myrtaceae,,evergreen,broadleaved
Corymbia citriodora,Corymbia,Myrtaceae,,evergreen,broadleaved
Corymbia eximia,Corymbia,Myrtaceae,,deciduous,broadleaved
Corymbia ficifolia,Corymbia,Myrtaceae,,evergreen,broadleaved
Corymbia maculata,Corymbia,Myrtaceae,Q3337015,evergreen,broadleaved
Corymbia tessellaris,Corymbia,Myrtaceae,,evergreen,broadleaved
Corynocarpus laevigatus,Corynocarpus,Corynocarpaceae,,deciduous,broadleaved
Corypha umbraculifera,Corypha,Arecaceae,,evergreen,palm
Cotinus coggygria,Cotinus,Anacardiaceae,Q161406,deciduous,broadleaved
Cotinus obovatus,Cotinus,Anacardiaceae,Q5175390,deciduous,broadleaved
Cotoneaster coriaceus,Cotoneaster,Rosaceae,Q15536460,evergreen,broadleaved
Cotoneaster frigidus,Cotoneaster,Rosaceae,Q811476,semi_evergreen,broadleaved
Cotoneaster glaucophyllus,Cotoneaster,Rosaceae,,evergreen,broadleaved
Cotoneaster salicifolius,Cotoneaster,Rosaceae,,evergreen,broadleaved
Cotoneaster × watereri,Cotoneaster,Rosaceae,,evergreen,broadleaved
Couroupita guianensis,Couroupita,Lecythidaceae,,deciduous,broadleaved
Crataegus aestivalis,Crataegus,Rosaceae,Q631650,deciduous,broadleaved
Crataegus aprica,Crataegus,Rosaceae,Q5182543,deciduous,broadleaved
Crataegus azarolus,Crataegus,Rosaceae,Q793606,deciduous,broadleaved
Crataegus berberifolia,Crataegus,Rosaceae,Q5182550,deciduous,broadleaved
Crataegus brachyacantha,Crataegus,Rosaceae,Q5182553,deciduous,broadleaved
Crataegus brainerdii,Crataegus,Rosaceae,Q5182552,deciduous,broadleaved
Crataegus calpodendron,Crataegus,Rosaceae,Q2083452,deciduous,broadleaved
Crataegus castlegarensis,Crataegus,Rosaceae,Q17249342,deciduous,broadleaved
Crataegus chrysocarpa,Crataegus,Rosaceae,Q2714887,deciduous,broadleaved
Crataegus coccinea,Crataegus,Rosaceae,Q3002196,deciduous,broadleaved
Crataegus coccinioides,Crataegus,Rosaceae,Q5182556,deciduous,broadleaved
Crataegus collina,Crataegus,Rosaceae,Q5182557,deciduous,broadleaved
Crataegus crus-galli,Crataegus,Rosaceae,Q916961,deciduous,broadleaved
Crataegus dodgei,Crataegus,Rosaceae,Q17249460,deciduous,broadleaved
Crataegus douglasii,Crataegus,Rosaceae,Q918920,deciduous,broadleaved
Crataegus enderbyensis,Crataegus,Rosaceae,Q17270645,deciduous,broadleaved
Crataegus erythropoda,Crataegus,Rosaceae,Q5182561,deciduous,broadleaved
Crataegus flabellata,Crataegus,Rosaceae,Q2081304,deciduous,broadleaved
Crataegus germanica,Crataegus,Rosaceae,Q146186,deciduous,broadleaved
Crataegus grayana,Crataegus,Rosaceae,Q2081304,deciduous,broadleaved
Crataegus greggiana,Crataegus,Rosaceae,Q15537456,deciduous,broadleaved
Crataegus harbisonii,Crataegus,Rosaceae,Q5182562,deciduous,broadleaved
Crataegus holmesiana,Crataegus,Rosaceae,Q5182566,deciduous,broadleaved
Crataegus intricata,Crataegus,Rosaceae,Q4992235,deciduous,broadleaved
Crataegus iracunda,Crataegus,Rosaceae,Q5182568,deciduous,broadleaved
Crataegus laciniata,Crataegus,Rosaceae,,deciduous,broadleaved
Crataegus lacrimata,Crataegus,Rosaceae,Q17246209,deciduous,broadleaved
Crataegus laevigata,Crataegus,Rosaceae,Q159553,deciduous,broadleaved
Crataegus macrosperma,Crataegus,Rosaceae,Q5182572,deciduous,broadleaved
Crataegus margaretta,Crataegus,Rosaceae,Q137643271,deciduous,broadleaved
Crataegus marshallii,Crataegus,Rosaceae,Q5182573,deciduous,broadleaved
Crataegus media,Crataegus,Rosaceae,Q1940705,deciduous,broadleaved
Crataegus mollis,Crataegus,Rosaceae,Q2671022,deciduous,broadleaved
Crataegus monogyna,Crataegus,Rosaceae,Q161511,deciduous,broadleaved
Crataegus nigra,Crataegus,Rosaceae,,deciduous,broadleaved
Crataegus okennonii,Crataegus,Rosaceae,Q17247913,deciduous,broadleaved
Crataegus opaca,Crataegus,Rosaceae,Q18555704,deciduous,broadleaved
Crataegus oxyacantha,Crataegus,Rosaceae,Q161511,deciduous,broadleaved
Crataegus pedicellata,Crataegus,Rosaceae,Q3002196,deciduous,broadleaved
Crataegus pentagyna,Crataegus,Rosaceae,Q2081123,deciduous,broadleaved
Crataegus persimilis,Crataegus,Rosaceae,Q17270668,deciduous,broadleaved
Crataegus phaenopyrum,Crataegus,Rosaceae,Q3002191,deciduous,broadleaved
Crataegus phippsii,Crataegus,Rosaceae,Q5182576,deciduous,broadleaved
Crataegus pinnatifida,Crataegus,Rosaceae,,deciduous,broadleaved
Crataegus pruinosa,Crataegus,Rosaceae,Q5182579,deciduous,broadleaved
Crataegus prunifolia,Crataegus,Rosaceae,Q17270668,deciduous,broadleaved
Crataegus pulcherrima,Crataegus,Rosaceae,Q5182580,deciduous,broadleaved
Crataegus punctata,Crataegus,Rosaceae,Q4095586,deciduous,broadleaved
Crataegus reverchonii,Crataegus,Rosaceae,Q17250112,deciduous,broadleaved
Crataegus rhipidophylla,Crataegus,Rosaceae,Q159086,deciduous,broadleaved
Crataegus rivularis,Crataegus,Rosaceae,Q4095580,deciduous,broadleaved
Crataegus saligna,Crataegus,Rosaceae,Q5182583,deciduous,broadleaved
Crataegus sanguinea,Crataegus,Rosaceae,Q918920,deciduous,broadleaved
Crataegus schuettei,Crataegus,Rosaceae,Q17250369,deciduous,broadleaved
Crataegus sheila-phippsiae,Crataegus,Rosaceae,Q17245540,deciduous,broadleaved
Crataegus spathulata,Crataegus,Rosaceae,Q5182587,deciduous,broadleaved
Crataegus submollis,Crataegus,Rosaceae,,deciduous,broadleaved
Crataegus succulenta,Crataegus,Rosaceae,Q4095584,deciduous,broadleaved
Crataegus suksdorfii,Crataegus,Rosaceae,Q15537660,deciduous,broadleaved
Crataegus tracyi,Crataegus,Rosaceae,Q5182589,deciduous,broadleaved
Crataegus triflora,Crataegus,Rosaceae,Q5182590,deciduous,broadleaved
Crataegus turnerorum,Crataegus,Rosaceae,Q17270662,deciduous,broadleaved
Crataegus uniflora,Crataegus,Rosaceae,Q4095578,deciduous,broadleaved
Crataegus viridis,Crataegus,Rosaceae,Q2084514,deciduous,broadleaved
Crataegus wootoniana,Crataegus,Rosaceae,Q17249438,deciduous,broadleaved
Crataegus × grignonensis,Crataegus,Rosaceae,Q5182597,deciduous,broadleaved
Crataegus × lavalleei,Crataegus,Rosaceae,Q1693676,deciduous,broadleaved
Crataegus × media,Crataegus,Rosaceae,,deciduous,broadleaved
Crataegus × mordenensis,Crataegus,Rosaceae,,deciduous,broadleaved
Crescentia cujete,Crescentia,Bignoniaceae,,evergreen,broadleaved
Crinodendron patagua,Crinodendron,Elaeocarpaceae,,evergreen,broadleaved
Croton funckianus,Croton,Euphorbiaceae,,evergreen,broadleaved
Croton hibiscifolius,Croton,Euphorbiaceae,,evergreen,broadleaved
Cryosophila kalbreyeri,Cryosophila,Arecaceae,,deciduous,palm
Cryptocarya alba,Cryptocarya,Lauraceae,,evergreen,broadleaved
Cryptomeria japonica,Cryptomeria,Cupressaceae,Q147388,evergreen,needleleaved
Cunninghamia lanceolata,Cunninghamia,Cupressaceae,Q149115,evergreen,needleleaved
Cupania americana,Cupania,Sapindaceae,,evergreen,broadleaved
Cupaniopsis anacardioides,Cupaniopsis,Sapindaceae,,evergreen,broadleaved
Cupressus arizonica,Cupressus,Cupressaceae,Q670040,evergreen,needleleaved
Cupressus cashmeriana,Cupressus,Cupressaceae,Q917216,evergreen,needleleaved
Cupressus funebris,Cupressus,Cupressaceae,,evergreen,needleleaved
Cupressus glabra,Cupressus,Cupressaceae,,evergreen,needleleaved
Cupressus glauca,Cupressus,Cupressaceae,Q50843037,evergreen,needleleaved
Cupressus leylandii,Cupressus,Cupressaceae,Q42688380,evergreen,needleleaved
Cupressus lusitanica,Cupressus,Cupressaceae,Q50843037,evergreen,needleleaved
Cupressus macrocarpa,Cupressus,Cupressaceae,Q32856056,evergreen,needleleaved
Cupressus nootkatensis,Cupressus,Cupressaceae,Q23707222,evergreen,needleleaved
Cupressus sempervirens,Cupressus,Cupressaceae,Q147513,evergreen,needleleaved
Cupressus torulosa,Cupressus,Cupressaceae,,evergreen,needleleaved
Cupressus × leylandii,Cupressus,Cupressaceae,Q42688380,evergreen,needleleaved
Cycas revoluta,Cycas,Cycadaceae,,evergreen,broadleaved
Cydonia oblonga,Cydonia,Rosaceae,Q43300,deciduous,broadleaved
Cyrtophyllum fragrans,Cyrtophyllum,Gentianaceae,,evergreen,broadleaved
Cyrtostachys renda,Cyrtostachys,Arecaceae,,deciduous,palm
Dalbergia latifolia,Dalbergia,Fabaceae,,deciduous,broadleaved
Dalbergia sissoo,Dalbergia,Fabaceae,,deciduous,broadleaved
Daphniphyllum macropodum,Daphniphyllum,Daphniphyllaceae,,evergreen,broadleaved
Davidia involucrata,Davidia,Nyssaceae,Q334697,deciduous,broadleaved
Decaspermum blancoi,Decaspermum,Myrtaceae,,evergreen,broadleaved
Delonix regia,Delonix,Fabaceae,Q238486,evergreen,broadleaved
Delostoma integrifolium,Delostoma,Bignoniaceae,,evergreen,broadleaved
Dillenia indica,Dillenia,Dilleniaceae,,evergreen,broadleaved
Dilodendron costaricense,Dilodendron,Sapindaceae,,evergreen,broadleaved
Diospyros johnstoniana,Diospyros,Ebenaceae,,deciduous,broadleaved
Diospyros kaki,Diospyros,Ebenaceae,Q158482,deciduous,broadleaved
Diospyros lotus,Diospyros,Ebenaceae,Q771101,deciduous,broadleaved
Diospyros virginiana,Diospyros,Ebenaceae,,deciduous,broadleaved
Diospyros xolocotzii,Diospyros,Ebenaceae,,deciduous,broadleaved
Dipterocarpus alatus,Dipterocarpus,Dipterocarpaceae,,evergreen,broadleaved
Dipteronia sinensis,Dipteronia,Sapindaceae,,deciduous,broadleaved
Dipteryx oleifera,Dipteryx,Fabaceae,,evergreen,broadleaved
Distylium racemosum,Distylium,Hamamelidaceae,,evergreen,broadleaved
Dodonaea viscosa,Dodonaea,Sapindaceae,,evergreen,broadleaved
Dolichandrone alba,Dolichandrone,Bignoniaceae,,deciduous,broadleaved
Donella viridifolia,Donella,Sapotaceae,,evergreen,broadleaved
Dracaena draco,Dracaena,Asparagaceae,,evergreen,broadleaved
Drimys winteri,Drimys,Winteraceae,,evergreen,broadleaved
Duranta erecta,Duranta,Verbenaceae,,deciduous,broadleaved
Dyera costulata,Dyera,Apocynaceae,,deciduous,broadleaved
Dypsis lutescens,Dypsis,Arecaceae,,evergreen,palm
Dypsis madagascariensis,Dypsis,Arecaceae,,deciduous,palm
Ehretia acuminata,Ehretia,Boraginaceae,,deciduous,broadleaved
Ehretia dicksonii,Ehretia,Boraginaceae,Q3049295,deciduous,broadleaved
Ehretia macrophylla,Ehretia,Boraginaceae,,deciduous,broadleaved
Ekebergia capensis,Ekebergia,Meliaceae,,deciduous,broadleaved
Elaeagnus angustifolia,Elaeagnus,Elaeagnaceae,Q157969,deciduous,broadleaved
Elaeagnus commutata,Elaeagnus,Elaeagnaceae,,deciduous,broadleaved
Elaeagnus umbellata,Elaeagnus,Elaeagnaceae,,deciduous,broadleaved
Elaeis guineensis,Elaeis,Arecaceae,,evergreen,palm
Elaeocarpus sylvestris,Elaeocarpus,Elaeocarpaceae,,evergreen,broadleaved
Embothrium coccineum,Embothrium,Proteaceae,,evergreen,broadleaved
Emmenopterys henryi,Emmenopterys,Rubiaceae,,deciduous,broadleaved
Enterolobium contortisiliquum,Enterolobium,Fabaceae,,deciduous,broadleaved
Enterolobium cyclocarpum,Enterolobium,Fabaceae,,deciduous,broadleaved
Erica arborea,Erica,Ericaceae,,evergreen,broadleaved
Erica lusitanica,Erica,Ericaceae,,evergreen,broadleaved
Eriobotrya japonica,Eriobotrya,Rosaceae,Q41505,evergreen,broadleaved
Eriolobus trilobatus,Eriolobus,Rosaceae,Q15539916,deciduous,broadleaved
Erythrina americana,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina coralloides,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina crista-galli,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina falcata,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina fusca,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina indica,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina poeppigiana,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina variegata,Erythrina,Fabaceae,,deciduous,broadleaved
Erythrina velutina,Erythrina,Fabaceae,,deciduous,broadleaved
Escallonia rubra,Escallonia,Escalloniaceae,,evergreen,broadleaved
Eucalyptus astringens,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus bicostata,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus botryoides,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus caesia,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,Q162822,evergreen,broadleaved
Eucalyptus cinerea,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus citriodora,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus cladocalyx,Eucalyptus,Myrtaceae,Q5405566,evergreen,broadleaved
Eucalyptus conferruminata,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus cornuta,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus crenulata,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus dives,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus elata,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus eremophila,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus erythrocorys,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus eximia,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus forrestiana,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus glaucescens,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus globulus,Eucalyptus,Myrtaceae,Q159528,evergreen,broadleaved
Eucalyptus gomphocephala,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus goniocalyx,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus grandis,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus gunnii,Eucalyptus,Myrtaceae,Q163788,evergreen,broadleaved
Eucalyptus kitsoniana,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus lehmannii,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,Q161468,evergreen,broadleaved
Eucalyptus macrandra,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus macrorhyncha,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus mannifera,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus megacornuta,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus melliodora,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus microcarpa,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus newbeyi,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus nicholii,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus niphophila,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus obliqua,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus occidentalis,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus ovata,Eucalyptus,Myrtaceae,Q955858,evergreen,broadleaved
Eucalyptus pauciflora,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus platypus,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus pseudoglobulus,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus pulchella,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus radiata,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus regnans,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus robusta,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus rubida,Eucalyptus,Myrtaceae,,deciduous,broadleaved
Eucalyptus saligna,Eucalyptus,Myrtaceae,,evergreen,broadleaved
Eucalyptus scoparia,Eucalyptus,Myrtaceae,,deciduous,broadleaved
